state_name_x,city_name,place,description,state_name_y,best_time,ideal_duration
Uttar Pradesh,Meerut, Gandhi Bagh ," Gandhi Bagh is one of the oldest parks in Meerut which was set up by East India Company. It is located on Mall Road, not very far away from the city and is famous for the musical fountain show which happens every evening. This famous British spot has lush greenery with mango, mulberry, and bamboo trees.  ",,,
Uttar Pradesh,Meerut, Suraj Kund Park ," A popular spot in Meerut, Suraj Kund was built by Lawar Jawaharlal, a businessman, in the early eighteenth century. This green spot is a great place for walking, jogging or even just relaxing. ",,,
Uttar Pradesh,Meerut, Fantasy World Water Park , The Fantasy World Water Park in Meerut located along the National Highway 58 hosts an array of water activities for both children and adults.  ,,,
Uttar Pradesh,Chambal Wildlife, Fort Ater ,  ,Uttar Pradesh," Nov-Mar 
            ", 1 day 
Uttar Pradesh,Chambal Wildlife, Bateshwar Temples ,  ,Uttar Pradesh," Nov-Mar 
            ", 1 day 
West Bengal,Darjeeling, Darjeeling Himalayan Railway ," A visit to the city of Darjeeling is incomplete without a joyride at the Darjeeling Himalayan Railway toy train. Moving at a snail pace over the hilly terrain, it is an experience no one wants to miss.  ",,,
West Bengal,Darjeeling, Tiger Hill ," If you want to witness the first rays of sun hitting the twin peaks of Kangchenjunga, along with a panoramic view of Everest peeping through the peaks standing by its side, then Tiger Hills make for a perfect sunrise for you.You can see Kurseong to the south along with multiple rivers flowing down. Senchal Wildlife Sanctuary is another nearby attraction you could visit - the place inhabits various high-altitude animals and bird. ",,,
West Bengal,Darjeeling, Batasia Loop ," Located around 5 km from Darjeeling, Batasia loop is a spiral railway track where the toy train takes a complete 360 degree turn. The toy train descends by 1,000 ft. as it completes the loop through a large circular area. ",,,
West Bengal,Darjeeling, Darjeeling Ropeway ," Darjeeling Ropeway is a cable car circuit where one can witness a myriad of exquisite landscapes, from the glorious snow-capped mountains to the charming valley replete with verdant tea estates. ",,,
West Bengal,Darjeeling, Himalayan Mountaineering Institute ," The Himalayan Mountaineering Institute, commonly known as HMI Darjelling, was established on November 4, 1954 primarily to encourage mountaineering as an organized sport in India. HMI regularly conducts Adventure, Basic and Advanced levels of mountaineering courses which are very comprehensive courses. These courses are highly subsidised to encourage mountaineering as a sport.  ",,,
West Bengal,Darjeeling, Nightingale Park ," This park was earlier called 'The Shrubbery' when it was a private courtyard. The park was closed for renovation for about four years and has reopened for public since 2011. There is a giant statue of Lord Shiva, a musical fountain along with the great scenery. ",,,
West Bengal,Darjeeling, Darjeeling Rock Garden ," The Rock Garden or the Barbotey Garden as its commonly known, is located a little far from the city around ~10 km away. The benches in the garden are made by cutting rocks at different levels. ",,,
West Bengal,Darjeeling, Singalila National Park ," Singalila National Park , located on the Singalila Ridge at a height of 7000 feet above sea level, is a national park of India in Darjeeling . The park is well known for the trekking and other adventure sports. The national park is similar to a paradise for the trekkers and adventure lovers. ",,,
West Bengal,Darjeeling, Darjeeling Peace Pagoda ," As you climb up from Clubside along Gandhi and AJC Bose roads, you see this glistening white structure standing out - that's the Peace Pagoda. The Peace Pagoda, one of the 70 odd such structures built under the guidance of Japanese monk Nichidatsu Fujii, is worth a visit during the daily pujas. ",,,
West Bengal,Darjeeling, Sandakphu Trek ," Sandakphu Peak (11,941 Feet) is the highest peak in West Bengal. The highest peak of Singalila Ridge in Darjeeling district, almost near the border of Nepal, it is located very close to Singalila National Park. ",,,
West Bengal,Darjeeling, River Rafting in Teesta ," White Water Rafting in the River Teesta is one of the most exciting things to do in Darjeeling. A favourite among the adventure junkees, the rafting has a series of rapids ranging from Grade 1 to 4. However, the difficult rapids are only allowed to the professionals or the seasonal trainers as it is risky. You should definitely try this activity when in Darjeeling. ",,,
West Bengal,Darjeeling, Tea Plantations Darjeeling ," With over 80 tea estates covering over 17,500 hectares of land, the tea plantations of Darjeeling are a unique aromatic experience to visitors of this hilly tourist trap. ",,,
West Bengal,Darjeeling, Shopping in Darjeeling ," Shop for traditional arts and crafts of Tibet and Sikkim. Also, make sure you buy Darjeeling tea from the locals - Nathmull's Tea Room is popular among most tourists. There is an Oxford bookstore as well which provide good collection of books. ",,,
West Bengal,Darjeeling, Padmaja Naidu Himalayan Zoological Park ," Padmaja Naidu Zoo plays host to the only collection of Siberian Tigers in India and few other exotic animal species, such as Red pandas, Snow leopards, Himalayan black bears etc. ",,,
West Bengal,Darjeeling, Tinchuley ," At a distance of about 32 km from Darjeeling, Tinchuley is an offbeat hamlet situated close to the West Bengal-Sikkim border. With an altitude of 5550 ft, the name of the place derives from the words ‘tin’ and ‘chula’, which translates as ‘three ovens’ because the trio of hills constituting the hill station resemble mud ovens.  ",,,
West Bengal,Darjeeling, Happy Valley Tea Estate ," At a magical altitude of 6,800 feet, the Happy Valley Tea Estate is the second oldest tea estate in the tea-rich town of Darjeeling. One can take a guided tour through the fragrant factory, learning and observing the procedure to produce the different varieties of tea. ",,,
West Bengal,Darjeeling, Darjeeling Observatory Hill ," Like most other hill stations in India, Darjeeling also has a Mall Road and atop the Mall is the Observatory hill. The hill hosts the famous Mahakal temple and the original shrine of Bhutia Busty monastery, making the place of religious significance for Hindus and Buddhists alike. ",,,
West Bengal,Darjeeling, Monastries in Darjeeling ," You must visit monasteries in Darjeeling to experience the essence of the place. There are lots of monasteries spread across the city, all having their own relevance. ",,,
West Bengal,Darjeeling, Trekking in Darjeeling ," Offering you a sweeping view of four out of the five highest peaks of the world Mt. Everest, Kanchenjunga, Makalu and Lhotse, all in a single stretch, Darjeeling offers some of the best trekking routes in the world. ",,,
West Bengal,Darjeeling, Ghoom Monastery ," At a grand elevation of 8,000 feet, the Yiga Choeling or old Ghoom Monastery is the oldest Tibetan Buddhist Monastery of Darjeeling. A 15-foot high statue of Maitreyi Buddha is seen in the central hall, made entirely of clay brought from Tibet. Rare Buddhist manuscripts like the Kangyur can be found here. ",,,
West Bengal,Darjeeling, Bengal Natural History Museum ," A testament to the indigenous flora and fauna of the region, the Bengal Natural History Museum is a fascinating plethora of more than 4000 specimens being exhibited located in the Padmaja Naidu Himalayan Zoological Park in Darjeeling. ",,,
West Bengal,Darjeeling, Lamahatta Eco Park ," Lamahatta is a scenic village in West Bengal, 23km from Darjeeling. To showcase the magnificent views of peaks & rivers and the dhupi & pine forests here, the Lamahatta Eco Park was created in 2012. Lamahatta means Monk's Hermitage and so, this place promises an environment that feels as tranquil as a monk - a measure of balance between nature & man. At an altitude of 5,700 ft., this eco-park has a lot to offer. ",,,
West Bengal,Darjeeling, Lepchajagat ," Lepchajagat is a small village around 19km from Darjeeling. At a height of 6,956 ft, this vilage is considered a haven for nature lovers and honeymooners. Amidst dense forests of pines, oaks and rhododendrons, this village gives you tranquility. Viewing the Kanchenjunga peaks from here is a serene experience. It is now part of a reserved forest area. ",,,
West Bengal,Digha, Marine Station/Aquarium of Zoological Survey of India ," MARC - Marine aquarium cum regional centre - is a major tourist attraction for all Digha visitors. It has the largest inbuilt aquarium in India. The aquarium has three kinds of creatures: species of conservative importance, 'local and curious' species and freshwater species. ",,,
West Bengal,Digha, New Digha Beach ," This one is a man-made beach, created 2 km away from the old one. It is better planned and more easily accessible from nearby hotels. The new beach is bigger, less crowded and better maintained compared to the Old Digha beach. ",,,
West Bengal,Digha, Udaipur Beach ," If you're looking for a more laidback and tranquil beach atmosphere, Udaipur beach is the right place to visit. The beach has lonely, deserted stretches of seashore where you can just walk along, take a dip in the water or just rent a bike to roam around. ",,,
West Bengal,Digha, Shankarpur Beach ," 15 km from Digha, Shankarpur is a virgin beach with a lovely view of the beach surrounded by local fish boats and rows of tress giving visitors the perfect Kodak moment. Near the beach, there are also a few temples in Shankarpur. ",,,
West Bengal,Digha, Talsari Beach ," Lined with coconut and palm trees all along, Talasari beach is famous among sea food lovers for the delicacies it offers. The place has an amazing view with all the stretches of greens peeking through the mountains and the rivers. ",,,
West Bengal,Digha, Amarabati Park ," With neatly paved walkways, a multitude of seating areas, verdant surroundings, a gorgeous ropeway ride and boating facilities to enjoy its own mini-lake, the Amarabati park provides wholesome family fun for children and adults looking for a relaxed manner of killing some time during their vacation in the beautiful Digha. ",,,
West Bengal,Digha, Temple at Chandaneswar ," Situated at a distance of 6-8 km from Digha, Chandaneswar Shiv temple has mythology and folklore depicting its creation and history. The temple plays host to a huge annual fair on the first day of Oriya calendar and sees an influx of a large number of tourists every year. ",,,
West Bengal,Digha, Old Digha Beach ," Old Digha Beach is one of the less popular beaches in Digha and experiences relatively less tourism. Although there are no shacks or eating joints on the beach, there are however, stone seats made for people to sit and relax. There are stone crumbles and boulders formed due to erosion, that dominate the area. However, it is still considered an ideal place to watch the sunsets and sunrises. ",,,
West Bengal,Digha, Chandpur Beach ," Flanked on the coast of the Bay of Bengal, Chandpur Beach is one of the less popular and less crowded beaches near Kolkata. Boasting of a beautiful sea side view and clear emerald water, the beach is considered ideal to relax and unwind. The beach, however, is different than the other beaches in the region. Its banks are slightly eroded and there is recession caused by the sea water. ",,,
