city_name,name,description
Kovalam, 13. Vizhinjam Marine Aquarium ," Located near Theatre Junction in Kovalam, Vizhinjam Marine Aquarium is situated in one of the busiest fishing harbours. Officially known as Sagarika marine research aquarium, the place houses a large variety of rare aquatic species like squirrelfish, clownfish, moon wrasse and a school of invertebrates and ornamental fishes.  "
Kovalam, 14. German Bakery ," German Bakery is one of the most popular bakeries in Kovalam and it serves mouth watering German cuisine. Besides the English ambiance and delicious food, you can also enjoy the beachy views as the restaurant is located on the Lighthouse Beach. You can also relish sumptuous Ayurvedic meals in the cafe.  "
Kovalam, 15. Artificial Off Shore Coral Reef ," Honoured as India's first offshore coral reef, Artificial offshore coral reef in Kovalam has gained popularity. This major project aimed to protect and enhance the environment by the government of Kerala in association with the Department of harbour engineering.  "
Kovalam, 16. Poovar ," Poovar is a small rustic town situated 27 kms from Thiruvananthapuram with unspoilt, unexplored golden sand beaches and beautiful backwaters of Kerala. Also known as a fishing village, the tranquil Poovar island lies between the Arabian Sea and the Neyyar River. Hiring a boat, (especially during the sunset)that will take you through the mangrove forest of backwaters is a must-do activity.  "
Kovalam, 17. Water Sports in Kovalam ," Kovalam has a beautiful beach surrounded by rows of green palm groves. It is one of the most picturesque beaches of India with a wide variety of water sports activities.  The beach can be divided into three parts. Lighthouse beach, which lies to the South, the northernmost part is known as Samudra and Hawah which is located in the centre.  "
Kovalam, 18. Kovalam Art Gallery ," Kovalam Art Gallery is home to many intricate paintings, artefacts and one of the favourite tourist spots in Kovalam. It is at a proximate distance from Hawah Beach, Trivandrum. It is a feast for the eyes of artist and art lover alike who wish to place their eyes on traditional Indian art. "
Kovalam, 19. Samudra Beach Park , A large promontory separates this Northern beach from the southern side. Samudra Beach is where you can enjoy the sight of shoreline fishing and watch local fishermen ply their trade. There is also a mosque on this beach. 
Kovalam, 20. Aruvikkara Dam ," Located 16 km north of Trivandrum, Aruvikkara Dam is situated on the banks of the river Karamana. It is a favorite getaway for visitors who wish to feed the fishes that pop up on the shore or take a casual stroll around the picnic spots near the dam. "
Kovalam, 21. Thiruvallam Parasurama Temple ," Thiruvallam Parasurama Temple is situated on the banks of Karamana River. It is known to be the only temple in Kerala dedicated to Lord Parasurama. According to the folklore the 2000-year-old temple is believed to have visited by Parasurama, the sixth incarnation of Lord Vishnu.  "
Kovalam, 22. Pozhikkara Beach ," Pozhikkara is a beautiful beach in Kovalam at the inter-junction of the backwaters meeting the sea. Lined with tall towering trees and healthy vegetation, the beach is one of the most green beaches of the city. Perfect for swimming and sunbathing, the beach also has myriad other options to make your trip fun. "
Kovalam, 23. Chowara Beach ," Situated in the southern part of Kovalam, Chowara Beach is popular for its fishing spots. Besides the regular fishermen at work with their huge Chinese fishing nets and big boats, you will also find several picnickers gathered here with their basket of food. The highlight of the beach is a Chowara Ayyappa Temple which gives a hilltop picturesque view of the shores and adjoining villages. "
Kovalam, 24. Ashoka Beach ," A beautiful extension of the Samudra Beach, Ashoka Beach is a quiet, deserted stretch of land in Kovalam, Kerala. Mostly frequented by romantic couples owing the serenity and solitude of the place, the beach also has several ayurvedic spa centres to help you destress, refresh and rejuvenate from the monotony of life.  "
Kovalam, 25. Kovalam Houseboat ," Staying in a houseboat is one of the unique experiences and one of the most exotic things things to do in Kovalam. In addition to relishing amazing Malabari cuisines, you can also enjoy stunning locales, rich green paddy fields and emerald plantations. You can avail the opportunity at the Ashtamudi Lake or the Karamana River. "
Kovalam, 26. Catamaran Ride , One of the most unique things to do in Kovalam is riding on a catamaran. Floating on top of the serene blue waters and letting the wind rush at your face is definitely going to be one of the most memorable experiences of your life. You can try out the activity at the Vellayani Lake or the Hawah Beach. The boats are mostly traditional and are rowed with the help of paddles. 
Kovalam, 27. Ayurvedic Massages & Spa in Kovalam ," When in Kovalam, you absolutely have to indulge in treating yourself with the world-known Ayurvedic massages and spas. This is one of the topmost things to do in Kovalam. With a variety of techniques and herbal oils, the massages leave you completely relaxed and wanting for some more. Some hotels have this in-house facility while there are other places as well where you can avail it. "
Kovalam, 28. Neyyar Wildlife Sanctuary ," Famous for its Lion and Deer Safari, Neyyar Wildlife Sanctuary is a treat for nature enthusiasts. The park houses a crocodile farm and elephant rehabilitation centre. Ask for a guided tour of the sanctuary which is quite informative. "
Madikeri, 1. Abbey Falls ," What runs through the heart of this area, River Cauvery, also creates Abbey Falls when it cascades 70 feet down the rocks. A perfect picnic spot, this is one of the main attractions in Madikeri. These falls are amidst the coffee and cardamom plantations in the Western ghats. "
Madikeri, 2. Talacauvery ," The place of origin of the Cauvery river from the Brahmagiri Hills, Talacauvery is extremely sacred and hence attracts many tourists and devotees. "
Madikeri, 3. Namdroling Monastery , Namdroling is home to the spectacular Golden Temple which is presided by an 18m tall gold plated statue of Buddha. Visitors can enjoy some serene environment here and practice meditation in the monastery. 
Madikeri, 4. Raja's Seat ," The relaxing venue for the Kings of Kodagu, the view from Raja's Seat is unparalleled. The breathtaking view of sun setting into the undulated mountains is mesmerizing. The garden here is adorned with multitude of flowers. "
Madikeri, 5. Trekking in Madikeri ," Madikeri is an equally enjoyable destination for all those whose feet itch for trekking through its landscapes, high peaks and lush greenery interspersed by streams and threads of River Cauvery. A lot of trails here, experience relatively less footfall, leaving them untouched and pristine. "
Madikeri, 6. Gaddige Raja's Tomb ," Built in the Indo-Saracenic style of architecture, this beautiful structure of Gaddige Raja's tomb is the mortal remains of the Kodavad Royalty. These tombs date back to 1820. "
Madikeri, 7. Madikeri Fort ," The Madikeri Fort is a popular attraction in Coorg in Karnataka. Situated in the centre of Madikeri town, the majestic fort offers tourists insights into the history of Coorg. The elevated structures of the fort also provide panoramic views of the town. Built-in the 17th century by Muddu Raja using mud, the structure was rebuilt by Tipu Sultan in granite.

 "
Madikeri, 8. Coffee Plantations , Madikeri is known for its resplendent coffee plantations and green meadows sprawling over acres of land. The area is popular for its premium class coffee beans. One of the best activities to do in Madikeri is to take a walk through these gorgeous coffee plantations. The estates offer individual tours where you can closely watch the picking or sowing or harvesting of the beans depending on the season when you are visiting. You can also taste the coffee and take it back home with you. 
Madikeri, 9. Omkareshwara Temple ," Depicting both Islamic and Gothic architecture, Omkareshwara temple was built in 1820 by Lingarajendra as a dedication to Lord Shiva. A water tank in this temple houses many fresh water fish and adds to the beauty of this temple. "
Madikeri, 10. Chingara Falls ," A singular attraction tucked between coffee estates and tropical forests, Chingara Falls is a delight for nature lovers and trekkers.  "
Madikeri, 11. Chelavara Falls ," Chelavara Falls is one of the most enchanting falls in Coorg, Karnataka. These vigorous falls gush down from a height of 150 feet on a rock shaped like a tortoise. Therefore, this fall is also known as Embepare in the local dialect which translates to ""tortoise rock"". This massive natural marvel originates from a small stream, a tributary of Kaveri near Cheyyandane village in Karnataka. Nestled amongst the serene greenery of coffee plantations, the Chelavara falls are quite the sight. The best experience can be had during the monsoons or just after when the water level is at its peak and the surrounding forests at their luscious best. "
Madikeri, 12. Cauvery Nisargadhama ," One of the most enjoyable picnic spots in the area, this one comes with a deer park, peacock park, rabbit park and the river running through the island's heart. One can also enjoy boating and a dip into the river here. This is a must-visit area in Madikeri, especially if you are with kids. "
Madikeri, 13. Chettali ," Located on the Madikeri-Siddapur Road, Chettali is a small village blessed with lush greenery and misty hills surrounding it. The Cherala bhagavathy temple here also attracts tourists and devotees. "
Madikeri, 14. Galibeedu Trek ," Located at a distance of 12 kms from the town of Madikeri in the Coorg district of Karnataka, Galibeedu is a small trekking destination hidden away from the world. The 14 kms long trek is as thrilling as it can get with tiny streams flowing through it in picturesque surroundings; and offers a diverse trail to scale, ideal for both the novices and professionals.  "
