,state_name,city_name,place,description
0,West Bengal,Durgapur, 1. Bhabani Pathak's Tilla ," Bankim Chandra Chattopadhyay in his novels, 'Devi Chaudhurani' and 'Durgesh Nandini' mentioned this maze of tunnels and ever since then, it is one of Durgapur's prime attractions. "
1,West Bengal,Durgapur, 2. Durgapur Barrage ," One of the prime attractions of the city, the barrage is built to control the overflowing Damodar River in the monsoons. The barrage also connects Durgapur with Bankura. "
2,West Bengal,Durgapur, 3. Durgapur Steel Plant ," Durgapur Steel Plant is one of the integrated steel plants of Steel Authority of India Limited, located in Durgapur, in the eastern Indian state of West Bengal. It was set up with the help of UK. "
3,West Bengal,Durgapur, 4. Deul Park ," If you're a nature's child, then your trip won't be complete without a trip down Deul Park. Take a bus and head down this expanse of green forests that have been turned into a resort. "
4,West Bengal,Durgapur, 5. Troinka Park ," It is another prime spot of Durgapur. The park offers a complete leisure time for the entire family with rides, water sports and boating etc. "
5,West Bengal,Durgapur, 6. Kumaramangalam Park ," The park is one of the biggest in the region with Musical fountains and Boating facilities. Located on Tilok Road in Durgapur, the park has two entrances. "
6,West Bengal,Durgapur, 7. Garh Jungle ," The place is meant for the nature lover but even if you aren't the nature's child, not seeing Garh Jungle will leave you with regrets. It is also known as the Dharma Garh of Raja Surath. "
7,West Bengal,Durgapur, 8. Benachity ," It's a traditional Business Centre that has the feel of a market place. The road about 3 km in length is lined with traditional shops on both sides. Small merchandise, handicrafts and whole sale items are sold here. "
8,West Bengal,Durgapur, 9. City Centre ," The place is the cosmopolitan arcade of the city. Malls, shopping centers, movie halls, eating joints etc. are scattered. The place also has a wide variety of hotels if you plan to stay in the heart of the commotion. "
9,West Bengal,Durgapur, 10. Ram Mandir ," Durgapur is famous for the plethora of temples it has to offer. The most important ones being Ram Mandir in the Bidhan Nagar Area. The temple, dedicated to Lord Ram, sits in the middle of a large garden. "
0,West Bengal,Bishnupur, 1. Rasmancha ," The oldest brick temple, Rasmancha was commissioned by Malla King Bir Hambir in 1600 CE. The temple has one inner chamber housing the idols of Radha-Krishna. "
1,West Bengal,Bishnupur, 2. Lalji Temple , This laterite eka-ratna temple was built in 1658 by Bir Singha II of Malla dynasty on a square raised plinth which consists of ornamental stucco decorations on low relief carvings. 
2,West Bengal,Bishnupur, 3. Susunia Hill ," Located 63 km away from Bankura town, this is a very important tourist spot here. This hill is famous for its natural Spring and Silalipi. One can also trek around this place. "
3,West Bengal,Bishnupur, 4. Jorebangla Temple ," Built by Malla King Raghunath Singh in 1655 AD, The temple made of laterite bricks has an appearance of two thatched huts joined together and surmounted by a single tower. "
4,West Bengal,Bishnupur, 5. Mukutmonipur ," Another important tourist village in this area, Mukutmonipur is famous for its earthen dam which is the 2nd largest such dam in India. This place is located about 70 km from Bishnupur. "
5,West Bengal,Bishnupur, 6. Madan Mohan Temple , This eka-ratna temple was built by Malla King Durjana Singh Dev in late 17th century that has  a square flat roof with curved cornices and a pinnacle over the top. 
6,West Bengal,Bishnupur, 7. Biharinath Hill ," The tallest hill in this region, Biharinath hill is situated 97 km away from Bishnupur town. This hill was an ancient center of Jainism and the place is known for its beautiful surroundings. "
7,West Bengal,Bishnupur, 8. Radha Shyam Temple ," Built by King Chaitanya Singha in 1758, the temple has a dome shaped sikhara with stucco motifs that depicts floral, geometric and life of puranas. "
8,West Bengal,Bishnupur, 9. Joyrambati ," A tourist village located in Bankura district, Joyrambati is famous as it was the birthplace of Sree Sarada Devi who is worshipped as the Holy Mother by the followers of Sri Ramakrishna. "
9,West Bengal,Bishnupur, 10. Jhilimili ," Located around 97 km from Bishnupur, this place is famous for its dense forests and natural beauty. There is a watchtower here which offers a panoramic view of the surrounding area. The river Kangsabati flows through this forest area and the banks of this river are an ideal picnic spot. "
10,West Bengal,Bishnupur, 11. Hadal-Narayanpur ," Located on the banks of the Bodai River, the twin-villages of Hadal-Narayanpur is famous for the Mandal family terracotta temples that comprise of Barataraf, Mejotaraf and the Chhototaraf temples. "
11,West Bengal,Bishnupur, 12. Bishnupur Mela ," The Bishnupur Mela is an annual fair held in the month of Poush of the Bengali Calendar and is held in the town of Bishnupur. It celebrates the cultural richness of the region, providing the attendees with a glimpse of how the traditional Bengali culture has witnessed change over time. It venerates the traditional music and dance of the state of West Bengal and provides the visitors a glimpse of the Bengali cultural heritage. "
0,West Bengal,Cooch Behar, 1. Rajbari ," Cooch Behar Palace is pure beauty to those with a love for architecture, it will inspire them in a way normal people won't understand. Built in 1887, the royal palace was once the residence of the royal family of Cooch Behar. "
1,West Bengal,Cooch Behar, 2. Madan Mohan Temple ," Built during 1885-1887 by Maharaja Nripendra Narayan, this temple is beautifully designed and enjoys a huge following. The temple enshrines deities like Madan Mohan, Tara Ma, Kali Ma and Ma Bhawani. "
2,West Bengal,Cooch Behar, 3. Sagardihi ," Huge tank situated in the heart of the city, Sagardighi was excavated by Maharaja Hitendra Narayan. The tank has heritage hotels, Victor House and a War Memorial around it. Tourists find it rather interesting to take a stroll down the gallery. "
3,West Bengal,Cooch Behar," 4. Light and Sound Show, Cooch Behar "," Starting as it gets dark, the light and sound show in the back garden of the palace of Cooch Behar is a must not miss. This splendid show is organized by the tourism department of West Bengal and is carried on till 8 o clock starting from 6 on Fridays and Saturdays. "
4,West Bengal,Cooch Behar, 5. Baneswar Siva Temple ," Located at a distance of 10km from the centre of the city, the temple homes a Shivalinga which is 10ft below the plinth level. The temple also has a statue of Arthanarishwar. "
0,West Bengal,Bardhaman, 1. 108 Shiv Mandir ," Perhaps the most unique and enticing structure in all of Bardhaman, the reason it's known as 108 Shiv Temple is because there literally are 108 small temples contracted side by side in a beautiful vertical pattern. "
1,West Bengal,Bardhaman, 2. Christ Church , The red brick church was built back in 1816 under the supervision of Captain Charles Stuart of the East India Company. 
2,West Bengal,Bardhaman, 3. Golap Bagh , The Gopal Bagh which literally means the garden of roses is arguably the most beautiful tourist place in Bardhaman. It is the Botanical and Zoological garden established by the King Bijoy Chand Mahatab in 1884. 
3,West Bengal,Bardhaman, 4. Rajbati ," Rajbati or Mahatabmanjil was built by Mahatab Chand Bahadur, back in in 1851.The imposing building houses the administrative office of the Bardhaman University. "
4,West Bengal,Bardhaman, 5. Krishnasayar Park and Lake ," In 1691, the then king of Bhardam constructed a huge artificial lake.-Krishnasayar on nearly 33 acres of land. Later an equally beautiful park was built around it by the Krishasayar trustee board. "
5,West Bengal,Bardhaman, 6. The Deer Park ," The Deer Park is Bardhaman's very own mini dose of Wildlife. The park is numerous animals including deer, birds, leopards and tigers. The place also has a guest house if you wish to spend the night. "
6,West Bengal,Bardhaman, 7. Kankeleshwari Kalibari , This amazingly intricate structure of Goddess Kali is located in Brishnu Mandir in Kanchan Nagar. The goddess Chamunda is depicted through this sculpture. 
7,West Bengal,Bardhaman, 8. Meghna Saha Planetarium ," Inaugurated in 1994, the planetarium has a unique story. it was built by a Japanese Optical Company with assistance from the Japanese and Indian governments. "
8,West Bengal,Bardhaman, 9. Sarbamangala Temple , The temple is highly revered by the natives of Bardhaman. It is also believed that the Goddess fulfills every wish of an earnest heart. This temple situated in Sarbamangala Road. 
9,West Bengal,Bardhaman," 10. Science Centre, Bardhaman "," Another endeavor by the University of Burdwan, along with the Central and State Governments, the science centre is the classic spectacle of scientific evolution. "
